,tanggal,jenis_kejadian_bencana,alamat,location,latitude,longitude
3246,2020-02-02,Kebakaran,"Komplek Metland Ujung Menteng Blok J7, Ujung Menteng, Cakung,  Kota Administrasi Jakarta Timur","Ujung Menteng, Cakung, DKI Jakarta",-6.190729999999974,106.95884000000007
3247,2020-02-02,Kebakaran,"Jl. Raya Condet, Gedong, Pasar Rebo,  Kota Administrasi Jakarta Timur","Jalan Raya Condet, Pasar Rebo, DKI Jakarta, 13760",-6.301676408740199,106.85734393175012
3271,2020-02-03,Kebakaran,"Jl. Barito , Semper Barat, Cilincing,  Kota Administrasi Jakarta Utara","Semper Barat, Cilincing, DKI Jakarta",-6.125129999999956,106.92375000000004
3272,2020-02-03,Kebakaran,"Jln.Fahrudin Kapling 36, Ruko AURI Blok D 12 A , Tanah Abang Bukit, Kampung Bali, Tanah Abang,  Kota Administrasi Jakarta Pusat","Kampung Bali, Tanah Abang, DKI Jakarta",-6.182209999999941,106.81659000000008
3273,2020-02-04,Kebakaran,"Jl. Tongkol Raya No. 6, Ancol, Pademangan,  Kota Administrasi Jakarta Utara","Jalan Tongkol 6, Pademangan, DKI Jakarta, 14430",-6.12822943679305,106.81078930856867
3275,2020-02-04,Kebakaran,"Gunung sahari VII  Blok 7B No. 26 A  (belakang Hotel Golden), Gunung Sahari Utara, Sawah Besar,  Kota Administrasi Jakarta Pusat","Gunung Sahari Utara, Sawah Besar, DKI Jakarta",-6.1490499999999315,106.83896000000004
3287,2020-02-05,Kebakaran,"Jl.Masdjid Nurul Iman, Kalideres, Kalideres,  Kota Administrasi Jakarta Barat","Kalideres, DKI Jakarta",-6.156549999999925,106.70466000000005
3290,2020-02-04,Kebakaran,"Jl.Facrudin Kav 36 Blok D 12A, Kampung Bali, Tanah Abang,  Kota Administrasi Jakarta Pusat","Kampung Bali, Tanah Abang, DKI Jakarta",-6.182209999999941,106.81659000000008
3303,2020-02-05,Kebakaran,"Perum. Bukit Cireundeu, Jl. Mawar Blok D4 No.11, Ciputat, Ciputat, Kota Tangerang Selatan","Jalan Mawar D4, Pamulang, Banten, 15438",-6.326799991692795,106.76112996729142
3304,2020-02-05,Kebakaran,"Jl. Mahakam I, Kramat Pela, Kebayoran Baru,  Kota Administrasi Jakarta Selatan","Jalan Mahakam I, Kebayoran Baru, DKI Jakarta, 12130",-6.243289173245688,106.79763705198441
3305,2020-02-05,Kebakaran,"Jl. Pesanggrahan, Kembangan Selatan, Kembangan,  Kota Administrasi Jakarta Barat","Jalan Pesanggrahan, Kembangan, DKI Jakarta, 11610",-6.18657741415861,106.7551846117764
3311,2020-02-06,Kebakaran,"Jl. Raya Poncol, Ciracas, Ciracas,  Kota Administrasi Jakarta Timur","Jalan Raya Poncol, Ciracas, DKI Jakarta, 13740",-6.326609686427463,106.86859845500815
3314,2020-02-06,Kebakaran,"Jl. Subur Raya, Duri Pulo, Gambir,  Kota Administrasi Jakarta Pusat","Jalan Subur Raya, Gambir, DKI Jakarta, 10140",-6.163832479320139,106.80280527395423
3320,2020-02-06,Kebakaran,"Jl. Kebon Jeruk 3 dan 4 , Maphar, Tamansari,  Kota Administrasi Jakarta Barat","Jalan Kebon Jeruk 3, Tamansari, DKI Jakarta, 11160",-6.158312464460228,106.82104567990362
3322,2020-02-07,Kebakaran,"Jl. Kebon Jeruk 3 dan 4 , Maphar, Tamansari,  Kota Administrasi Jakarta Barat","Jalan Kebon Jeruk 3, Tamansari, DKI Jakarta, 11160",-6.158312464460228,106.82104567990362
3323,2020-02-07,Kebakaran,"Jl. Lamandau 1, No. 22B, Kramat Pela, Kebayoran Baru,  Kota Administrasi Jakarta Selatan","Jalan Lamandau 1 22B, Kebayoran Baru, DKI Jakarta, 12130",-6.243669994288908,106.79424996804175
3328,2020-02-07,Kebakaran,"Jl. Sunter Muara , Sunter Agung, Tanjung Priok,  Kota Administrasi Jakarta Utara",Kota Administrasi Jakarta Utara,-6.139129999999966,106.86195000000004
3339,2020-02-08,Kebakaran,"Jl. Kebon Bawang XIV No.11, Kebon Bawang, Tanjung Priok,  Kota Administrasi Jakarta Utara","Jalan Kebon Bawang 11, Tanjung Priok, DKI Jakarta, 14320",-6.112029983714237,106.89070002496743
3340,2020-02-08,Kebakaran,"Jl. Rawa Malang Kecil, Semper Timur, Cilincing,  Kota Administrasi Jakarta Utara","Jalan Rawa Malang, Cilincing, DKI Jakarta, 14130",-6.121088996992314,106.93208787496552
3343,2020-02-08,Kebakaran,"Jl.Kebon Jeruk IX No..44, Maphar, Tamansari,  Kota Administrasi Jakarta Barat","Jalan Kebon Jeruk IX 44, Tamansari, DKI Jakarta, 11160",-6.152825000676958,106.8204701833221
3358,2020-02-08,Kebakaran,"Jl. Tebet Barat Dalam IIIA, Tebet Barat, Tebet,  Kota Administrasi Jakarta Selatan","Jalan Tebet Barat Dalam, Tebet, DKI Jakarta, 12810",-6.241660730877895,106.84997303082478
3391,2020-02-09,Kebakaran,"Jl. Jatinegara Timur, Rawa Bunga, Jatinegara,  Kota Administrasi Jakarta Timur","Jalan Jatinegara Timur, Jatinegara, DKI Jakarta, 13310",-6.213914828907272,106.86271487195738
3396,2020-02-09,Kebakaran,"Jl. Bambu Kuning, Bambu Apus, Cipayung,  Kota Administrasi Jakarta Timur","Jalan Bambu Kuning, Cipayung, DKI Jakarta, 13860",-6.351269973139871,106.9070200933642
3398,2020-02-09,Kebakaran,"Jl. Jend Sudirman Kav 5 - 6 (Menara Astra), Karet Tengsin, Tanah Abang,  Kota Administrasi Jakarta Pusat","Karet Tengsin, Tanah Abang, DKI Jakarta",-6.2033799999999815,106.82206000000008
3403,2020-02-09,Kebakaran,"Jl. Kyai Syafii Hadzami, Kebayoran lama Utara, Kebayoran Lama,  Kota Administrasi Jakarta Selatan","Jalan KH M Syafi'i Hadzami, Kebayoran Lama, DKI Jakarta, 12240",-6.243889956382986,106.78424507695448
3406,2020-02-09,Kebakaran,"Jl. Agung Utara VIII, Blok A30, Sunter Agung, Tanjung Priok,  Kota Administrasi Jakarta Utara","Jalan Agung Utara 8, Tanjung Priok, DKI Jakarta, 14330",-6.138482512588111,106.85928903432615
3407,2020-02-09,Kebakaran,"Jl. Pulau Nagka Barat 2, Kayu Putih, Pulogadung,  Kota Administrasi Jakarta Timur","Kayu Putih, Pulogadung, DKI Jakarta",-6.17790999999994,106.88272000000006
3412,2020-02-09,Kebakaran,"Jl. Mangga Besar IX (Lokasari Square), Tangki, Tamansari,  Kota Administrasi Jakarta Barat","Jalan Mangga Besar IX, Tamansari, DKI Jakarta, 11160",-6.143328862419492,106.82290676437914
3413,2020-02-10,Kebakaran,"Jl. Arabika VIII, AB7, No. 5, Pondok Kopi, Duren Sawit,  Kota Administrasi Jakarta Timur","Jalan Arabika VIII 5, Duren Sawit, DKI Jakarta, 13460",-6.2312999815825805,106.94466003540191
3415,2020-02-10,Kebakaran,"Jl.Pejaten Raya, Ragunan, Pasar Minggu,  Kota Administrasi Jakarta Selatan","Jalan Pejaten Raya, Pasar Minggu, DKI Jakarta, 12510",-6.276948360883407,106.83669746925746
3422,2020-02-10,Kebakaran,"Jl. Arteri Kelapa Gading No. 33, Pegangsaan Dua, Kelapa Gading,  Kota Administrasi Jakarta Utara","Jalan Arteri Kelapa Gading 33, Kelapa Gading, DKI Jakarta, 14250",-6.17309372340592,106.91394378350661
3424,2020-02-10,Kebakaran,"Jl. Cibeber 1 No.. 27, Rawa Barat, Kebayoran Baru,  Kota Administrasi Jakarta Selatan","Jalan Cibeber 1 27, Kebayoran Baru, DKI Jakarta, 12180",-6.2342699832442605,106.81242000628839
3425,2020-02-10,Kebakaran,"Jl. Warung Buncit ( Gedung Graha Inti Fauzi ), Pejaten Barat, Pasar Minggu,  Kota Administrasi Jakarta Selatan","Pejaten Barat, Pasar Minggu, DKI Jakarta",-6.270279999999957,106.83784000000009
3431,2020-02-10,Kebakaran,"Jl.H.Naba Raya No..24, Ciledug, Ciledug, Kota Tangerang","Ciledug, Tangerang Kota, Banten",-6.226439999999968,106.71290000000005
3435,2020-02-11,Kebakaran,"Jl.Danau Limboto ( Depan SMK 19 ), Bendungan Hilir, Tanah Abang,  Kota Administrasi Jakarta Pusat","Jalan Danau Limboto, Tanah Abang, DKI Jakarta, 10210",-6.208559832639689,106.8066512351782
3436,2020-02-11,Kebakaran,"Jl.Jati Padang Putra Raya, Jatipadang, Pasar Minggu,  Kota Administrasi Jakarta Selatan","Jalan Jati Padang, Pasar Minggu, DKI Jakarta, 12540",-6.289578742527565,106.82811782054382
3438,2020-02-10,Kebakaran,"Jl.Cempaka Putih Utara V No..35, Cempaka Baru, Kemayoran,  Kota Administrasi Jakarta Pusat","Jalan Cempaka Putih Utara 35, Kemayoran, DKI Jakarta, 10640",-6.173275960919715,106.8574330996609
3444,2020-02-11,Kebakaran,"Jl. Keselamatan No.15, Krukut, Tamansari,  Kota Administrasi Jakarta Barat","Jalan Keselamatan 15, Tamansari, DKI Jakarta, 11140",-6.157634037211732,106.81550018587706
3445,2020-02-11,Kebakaran,"Jl. Utan Panjang II, Utan Panjang, Kemayoran,  Kota Administrasi Jakarta Pusat","Jalan Utan Panjang, Kemayoran, DKI Jakarta, 10650",-6.1670899513024295,106.85518007579034
3449,2020-02-11,Kebakaran,"Jl. Boulevard Raya (Taman Joging), Kelapa Gading Timur, Kelapa Gading,  Kota Administrasi Jakarta Utara","Jalan Boulevard Raya, Kelapa Gading, DKI Jakarta, 14240",-6.165487538396619,106.90211609068061
3461,2020-02-12,Kebakaran,"Jl. Ambon, Cengkareng Timur, Cengkareng,  Kota Administrasi Jakarta Barat","Cengkareng Timur, Cengkareng, DKI Jakarta",-6.137309999999957,106.73577000000006
3462,2020-02-12,Kebakaran,"Jl. Perniagaan Raya, Roa Malaka, Tambora,  Kota Administrasi Jakarta Barat","Jalan Perniagaan Raya, Tambora, DKI Jakarta, 11230",-6.141573413392221,106.80942286552654
3475,2020-02-12,Kebakaran,"Jl. Kramat 3 F1 (Titik Kenal Musholah Raudatul Jannah), Lubang Buaya, Cipayung,  Kota Administrasi Jakarta Timur","Jalan Kramat 3, Cipayung, DKI Jakarta, 13810",-6.2917399994524885,106.90609003738786
3484,2020-02-13,Kebakaran,"Jl.Kembangan Raya No..19, Kembangan Selatan, Kembangan,  Kota Administrasi Jakarta Barat","Jalan Kembangan Raya 19, Kembangan, DKI Jakarta, 11610",-6.184380015444191,106.73676000290402
3487,2020-02-13,Kebakaran,"Jl.Perdana Kav K no.143, Wijaya Kusuma, Grogol Petamburan,  Kota Administrasi Jakarta Barat","Jalan Perdana 143, Grogol Petamburan, DKI Jakarta, 11460",-6.152180012386381,106.77591002861777
3493,2020-02-13,Kebakaran,"Jl. Anyer 16, Menteng, Menteng,  Kota Administrasi Jakarta Pusat","Jalan Anyer I 16, Menteng, DKI Jakarta, 10310",-6.20392110761081,106.84280110044989
3495,2020-02-13,Kebakaran,"Jl. Rawa Jati Timur 2 No. 63A, Pondok Kopi, Duren Sawit,  Kota Administrasi Jakarta Timur","Jalan Pondok Kopi 63A, Duren Sawit, DKI Jakarta, 13460",-6.229773083319215,106.9435154570699
3499,2020-02-13,Kebakaran,"Jl.Kartika No..101, Meruya Utara, Kembangan,  Kota Administrasi Jakarta Barat","Jalan Kartika 101, Kembangan, DKI Jakarta, 11620",-6.203220019211628,106.73632003680632
3502,2020-02-14,Kebakaran,"Jl.Cendrawasi 7 No..14, Cengkareng Barat, Cengkareng,  Kota Administrasi Jakarta Barat","Jalan Cendrawasih 7 14, Cengkareng, DKI Jakarta, 11730",-6.144345797499781,106.72312290679805
3505,2020-02-14,Kebakaran,"Jl. Sungai Brantas No.10, Semper Barat, Cilincing,  Kota Administrasi Jakarta Utara","Jalan Sungai Brantas 10, Cilincing, DKI Jakarta, 14130",-6.128409982718722,106.92556002499794
3516,2020-02-14,Kebakaran,"Jl Pengadekan Barat V, Pengadegan, Pancoran,  Kota Administrasi Jakarta Selatan","Jalan Pengadegan Barat V, Pancoran, DKI Jakarta, 12770",-6.2481055708316315,106.85368849005741
3519,2020-02-14,Kebakaran,"Jl. Prepetan Raya No.10, Kamal, Kalideres,  Kota Administrasi Jakarta Barat","Jalan Raya Prepedan 10, Kalideres, DKI Jakarta, 11810",-6.1183548351263175,106.7105545551066
3521,2020-02-15,Kebakaran,"Jl. Budi Mulia , Pademangan Barat, Pademangan,  Kota Administrasi Jakarta Utara","Jalan Budi Mulia, Pademangan, DKI Jakarta, 14420",-6.132439959855951,106.83681008724346
3525,2020-02-15,Kebakaran,"Jl. Madu, Mangga Besar, Tamansari,  Kota Administrasi Jakarta Barat","Jalan Madu, Tamansari, DKI Jakarta, 11180",-6.144076855133194,106.81939134809191
3529,2020-02-15,Kebakaran,"Jl. Ciputat Raya, Gg. Widaya, Kebayoran lama Utara, Kebayoran Lama,  Kota Administrasi Jakarta Selatan","Jalan Ciputat Raya, Kebayoran Lama, DKI Jakarta, 12240",-6.244901468191715,106.78030528099688
3535,2020-02-15,Kebakaran,"Jl. Taman Kota, Blok. A6, Kembangan Utara, Kembangan,  Kota Administrasi Jakarta Barat","Jalan Taman Kota, Kembangan, DKI Jakarta, 11610",-6.159155835092476,106.75699698401849
3537,2020-02-16,Kebakaran,"Jl. Kalibata tengah I No..24, Kalibata, Pancoran,  Kota Administrasi Jakarta Selatan","Jalan Kalibata Tengah 24, Pancoran, DKI Jakarta, 12740",-6.261850007000305,106.83120997009388
3553,2020-02-16,Kebakaran,"Jl. Madu, Mangga Besar, Tamansari,  Kota Administrasi Jakarta Barat","Jalan Madu, Tamansari, DKI Jakarta, 11180",-6.144076855133194,106.81939134809191
3561,2020-02-17,Kebakaran,"Jl. Benda I No..217, Pulo, Kebayoran Baru,  Kota Administrasi Jakarta Selatan","Jalan Benda I, Kebayoran Baru, DKI Jakarta, 12160",-6.25056361360378,106.79564228262477
3562,2020-02-16,Kebakaran,"Taman Ratu, Duri Kepa, Kebun Jeruk,  Kota Administrasi Jakarta Barat","Jalan Taman Ratu Raya, Kebon Jeruk, DKI Jakarta, 11510",-6.166814902578587,106.76755810699846
3564,2020-02-17,Kebakaran,"Jl. Jati Bunder Dalam No.6, Kebon Melati, Tanah Abang,  Kota Administrasi Jakarta Pusat","Jalan Jati Bunder 6, Tanah Abang, DKI Jakarta, 10230",-6.192050001673422,106.81153999027401
3577,2020-02-18,Kebakaran,"Jl. Kalibaru Barat IV, Kalibaru, Cilincing,  Kota Administrasi Jakarta Utara","Jalan Kalibaru Barat IV, Cilincing, DKI Jakarta, 14110",-6.105678737150401,106.92303850527777
3579,2020-02-18,Kebakaran,"Jl. Pangeran Antasari No. 55, Cipete Utara, Kebayoran Baru,  Kota Administrasi Jakarta Selatan","Jalan Pangeran Antasari 55, Kebayoran Baru, DKI Jakarta, 12150",-6.262807470816426,106.80785930093856
3581,2020-02-18,Kebakaran,"Jl. Gatot Subroto 101, Bendungan Hilir, Tanah Abang,  Kota Administrasi Jakarta Pusat","Jalan Gatot Subroto 101, Tanah Abang, DKI Jakarta, 10210",-6.211350004287141,106.80674998406636
3586,2020-02-18,Kebakaran,"Jl. Warakas IV Gg. 4 No. 44, Warakas, Tanjung Priok,  Kota Administrasi Jakarta Utara","Jalan Warakas I 4, Tanjung Priok, DKI Jakarta, 14340",-6.116522016903229,106.87818247838945
3593,2020-02-18,Kebakaran,"Jl. Rawa Binong, Gg. Delima II, Lubang Buaya, Cipayung,  Kota Administrasi Jakarta Timur","Jalan Rawa Binong, Cipayung, DKI Jakarta, 13810",-6.297362113400203,106.90323110781277
3596,2020-02-19,Kebakaran,"Jl. PadaMulya, Angke, Tambora,  Kota Administrasi Jakarta Barat","Jalan Padamulya, Tambora, DKI Jakarta, 11290",-6.146539286010182,106.79197296889436
3597,2020-02-18,Kebakaran,"Jl. Cideng Timur No. 85, Petojo Utara, Gambir,  Kota Administrasi Jakarta Pusat","Jalan Cideng Timur 85, Gambir, DKI Jakarta, 10160",-6.178329999641676,106.81298000123957
3601,2020-02-19,Kebakaran,"Jl.Tomang Banjir Kanal No..46, Tomang, Grogol Petamburan,  Kota Administrasi Jakarta Barat","Jalan Tomang, Grogol Petamburan, DKI Jakarta, 11440",-6.172955372201784,106.79473447054824
3616,2020-02-20,Kebakaran,"Jl.Cikoko Timur Raya No..39, Cikoko, Pancoran,  Kota Administrasi Jakarta Selatan","Jalan Cikoko Timur 39, Pancoran, DKI Jakarta, 12770",-6.244940020258042,106.8594600012803
3617,2020-02-20,Kebakaran,"Jl.Pakubuwono Raya, Gunung, Kebayoran Baru,  Kota Administrasi Jakarta Selatan","Gunung, Kebayoran Baru, DKI Jakarta",-6.235469999999964,106.79095000000007
3620,2020-02-20,Kebakaran,"Pergudangan Central Cakung, Jl. Cakung Cilincing Timur Blok 23 No. 22, Rorotan, Cilincing,  Kota Administrasi Jakarta Utara","Jalan Cakung Cilincing Timur 23, Cakung, DKI Jakarta, 13910",-6.181554701823518,106.94333051749659
3621,2020-02-20,Kebakaran,"Jl. Pete I No.68, Pulo, Kebayoran Baru,  Kota Administrasi Jakarta Selatan","Pulo, Kebayoran Baru, DKI Jakarta",-6.254429999999957,106.80144000000007
3631,2020-02-20,Kebakaran,"Jl. Bacang I, Lubang Buaya, Cipayung,  Kota Administrasi Jakarta Timur","Jalan Bacang, Cipayung, DKI Jakarta, 13810",-6.288774964068445,106.89988512401462
3638,2020-02-20,Kebakaran,"Pergudangan Central Cakung, Jl. Cakung Cilincing Timur Blok 23 No. 22, Rorotan, Cilincing,  Kota Administrasi Jakarta Utara","Jalan Cakung Cilincing Timur 23, Cakung, DKI Jakarta, 13910",-6.181554701823518,106.94333051749659
3647,2020-02-21,Kebakaran,"Pergudangan Central Cakung, Jl. Cakung Cilincing Timur Blok 23 No. 22, Rorotan, Cilincing,  Kota Administrasi Jakarta Utara","Jalan Cakung Cilincing Timur 23, Cakung, DKI Jakarta, 13910",-6.181554701823518,106.94333051749659
3648,2020-02-21,Kebakaran,"Jl. Pulo Nangka Barat II, No. 8D, Kayu Putih, Pulogadung,  Kota Administrasi Jakarta Timur","Jalan Pulo Nangka Barat 2 8D, Pulogadung, DKI Jakarta, 13210",-6.1755456075087825,106.89120050239124
3649,2020-02-21,Kebakaran,"Jl. H. Jirin, Pasar Gardu, Lubang Buaya, Cipayung,  Kota Administrasi Jakarta Timur","Lubang Buaya, Cipayung, DKI Jakarta",-6.294089999999926,106.90446000000009
3650,2020-02-21,Kebakaran,"Jl. Kav. Agraria, No. 158, Duren Sawit, Duren Sawit,  Kota Administrasi Jakarta Timur","Jalan Duren Sawit 158, Duren Sawit, DKI Jakarta, 13470",-6.219418277664846,106.90192525361974
3651,2020-02-21,Kebakaran,"Jl. Otista Raya, Gg. Padesin, Kampung Mester/Melayu, Jatinegara,  Kota Administrasi Jakarta Timur","Jalan Otista Raya, Jatinegara, DKI Jakarta, 13330",-6.238069960958356,106.86859506036555
3654,2020-02-21,Kebakaran,"Jl. Gading Indah Utara II, Blok NH3, No. 1, Pegangsaan Dua, Kelapa Gading,  Kota Administrasi Jakarta Utara","Jalan Gading Indah Utara 2 1, Kelapa Gading, DKI Jakarta, 14250",-6.158630012608427,106.91270998069677
3655,2020-02-21,Kebakaran,"Jl. Raya Pulogebang, Gg. Ridho, Pulo Gebang, Cakung,  Kota Administrasi Jakarta Timur","Jalan Raya Pulo Gebang, Cakung, DKI Jakarta, 13950",-6.204389545673346,106.95551639876608
3662,2020-02-22,Kebakaran,"Jl. H Ten raya, No. 66, Rawamangun, Pulogadung,  Kota Administrasi Jakarta Timur","Jalan H Ten 66, Pulogadung, DKI Jakarta, 13220",-6.189902843851198,106.87811254195181
3664,2020-02-22,Kebakaran,"Jl. Medan Merdeka Barat (JPO), Gambir , Gambir,  Kota Administrasi Jakarta Pusat","Jalan Medan Merdeka Barat, Gambir, DKI Jakarta, 10110",-6.180363173589419,106.82260838272434
3666,2020-02-22,Kebakaran,"Jl.Pegangsaan Barat No..12, Menteng, Menteng,  Kota Administrasi Jakarta Pusat","Jalan Pegangsaan Barat 12, Menteng, DKI Jakarta, 10310",-6.198719144007213,106.84110927519511
3674,2020-02-22,Kebakaran,"Jl.Raya Bogor No. 10 ( Gedung LPSK ), Susukan, Ciracas,  Kota Administrasi Jakarta Timur","Jalan Raya Bogor 10, Ciracas, DKI Jakarta, 13750",-6.3045500201659905,106.8672300255239
3681,2020-02-23,Kebakaran,"Jl.Kampung Sukasari No..12, Harapan Mulia, Kemayoran,  Kota Administrasi Jakarta Pusat","Jalan Harapan Mulia I 12, Kemayoran, DKI Jakarta, 10640",-6.172309991052515,106.85627999103457
3683,2020-02-23,Kebakaran,"Pasar Mobil Kemayoran Blok S No.99, Gunung sahari selatan, Kemayoran,  Kota Administrasi Jakarta Pusat","Gunung Sahari Selatan, Kemayoran, DKI Jakarta",-6.157239999999945,106.84455000000008
3705,2020-02-23,Kebakaran,"Jl. M.T Haryono Kav.9, Tebet barat, Tebet,  Kota Administrasi Jakarta Selatan","Jalan Letjen M T Haryono 9, Jatinegara, DKI Jakarta, 13330",-6.243120015712051,106.86539003013883
3706,2020-02-23,Kebakaran,"Jl. Makmur 1 No..32, Menteng Atas, Setiabudi,  Kota Administrasi Jakarta Selatan","Jalan Makmur 1, Setiabudi, DKI Jakarta, 12960",-6.2199199973698285,106.84407996332465
3733,2020-02-23,Kebakaran,"Jl. Subadra No.28, Tanah Tinggi, Johar Baru,  Kota Administrasi Jakarta Pusat","Jalan Sumbadra 28, Johar Baru, DKI Jakarta, 10540",-6.179889997551172,106.84927003777085
3735,2020-02-23,Kebakaran,"Jl. Lagoa Kamal, Kebon Bawang, Tanjung Priok,  Kota Administrasi Jakarta Utara","Jalan Lagoa Kanal, Tanjung Priok, DKI Jakarta, 14320",-6.111606318340445,106.88594501673539
3736,2020-02-23,Kebakaran,"Jl. Sungai Brantas No.10, Semper barat, Cilincing,  Kota Administrasi Jakarta Utara","Jalan Sungai Brantas 10, Cilincing, DKI Jakarta, 14130",-6.128409982718722,106.92556002499794
3790,2020-02-23,Kebakaran,"Jl. Tebet Timur III, Tebet Timur, Tebet,  Kota Administrasi Jakarta Selatan","Jalan Tebet Timur III, Tebet, DKI Jakarta, 12820",-6.237929941265804,106.85504295525156
3793,2020-02-23,Kebakaran,"Jl. Green garden Blok C18 No. 03, Rorotan, Cilincing,  Kota Administrasi Jakarta Utara","Rorotan, Cilincing, DKI Jakarta",-6.144289999999955,106.95548000000008
3798,2020-02-23,Kebakaran,"Jl. Kebon Sayur I, Bidara Cina, Jatinegara,  Kota Administrasi Jakarta Timur","Jalan Kebon Sayur I, Jatinegara, DKI Jakarta, 13330",-6.230252896193452,106.86559791305298
3800,2020-02-24,Kebakaran,"Jl. Cipinang Bali I, Cipinang Muara, Jatinegara,  Kota Administrasi Jakarta Timur","Jalan Cipinang Bali I, Jatinegara, DKI Jakarta, 13380",-6.238853790208208,106.89046660625519
3801,2020-02-24,Kebakaran,"Gg. Temon, Kebayoran Lama UTara, Kebayoran Lama,  Kota Administrasi Jakarta Selatan","Kebayoran Lama Utara, Kebayoran Lama, DKI Jakarta",-6.244479999999953,106.78232000000008
3816,2020-02-24,Kebakaran,"Wisma Nusantara III MPR & DPR, Jl. Gelora Bung Karno, Gelora, Tanah Abang,  Kota Administrasi Jakarta Pusat","Jalan Gelora Bung Karno, Tanah Abang, DKI Jakarta, 10270",-6.214859968151366,106.80268006716051
3824,2020-02-24,Kebakaran,"Jl. Karang Tengah 1, Lebak Bulus, Cilandak,  Kota Administrasi Jakarta Selatan","Jalan Karang Tengah 1, Cilandak, DKI Jakarta, 12440",-6.310982138819112,106.78391861511433
3825,2020-02-24,Kebakaran,"Jl. Tipar Cakung, Kav. MI Sukapura, Sukapura, Cilincing,  Kota Administrasi Jakarta Utara","Jalan Tipar Cakung, Cilincing, DKI Jakarta, 14140",-6.145746660353244,106.92308585822634
3826,2020-02-24,Kebakaran,"Jl. Sukarela, Penjaringan, Penjaringan,  Kota Administrasi Jakarta Utara","Jalan Sukarela, Penjaringan, DKI Jakarta, 14440",-6.130771426694009,106.80265244366778
3827,2020-02-24,Kebakaran,"Jl. Angkasa Dalam I, Gunung Sahari Selatan, Kemayoran,  Kota Administrasi Jakarta Pusat","Jalan Angkasa Dalam I, Kemayoran, DKI Jakarta, 10610",-6.158319916422719,106.84242003235185
