tanggal,jenis_kejadian_bencana,keterangan_jkb,sumber_informasi,alamat_kejadian,kelurahan,kecamatan,wilayah,kerugian_jumlah_kk,taksiran_kerugian,,
2020-05-09,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Bulungan,Kramat Pela,Kebayoran Baru, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-09,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Kyai Maja,Gunung,Kebayoran Baru, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-09,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Jl. Ciledug raya Pasar jaya cipulir,cipulir,Kebayoran Lama, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-09,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Jl. Ciputat Raya (Depan Sekolah Polwan),Pondok Pinang,Kebayoran Lama, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-09,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Wilayah Kecamatan Mampang Prapatan,Bangka,Mampang Prapatan, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-09,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Deli Lorong L,Koja,Koja, Kota Administrasi Jakarta Utara,0,0,,
2020-05-09,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Pangeran Jayakarta,Mangga Dua Selatan ,Sawah Besar, Kota Administrasi Jakarta Pusat,0,0,,
2020-05-09,Penyelamatan,Pengendalian Hewan,Petugas Pemadam,Jl. Kota Bambu Utara III,Kota Bambu Utara,Palmerah, Kota Administrasi Jakarta Barat,0,0,,
2020-05-09,Penyelamatan,Pengendalian Hewan,Jakarta Siaga 112,Jl. Kapuk Raya,Kapuk,Cengkareng, Kota Administrasi Jakarta Barat,0,0,,
2020-05-09,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. Poncol 1, No. 3B",Gandaria Selatan,Cilandak, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-09,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl. Timbul IV F, No. 10",Cipedak,Jagakarsa, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-09,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Kemang Selatan,Bangka,Mampang Prapatan, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-09,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl. Gunung Sahari 1, No. 25",Gunung Sahari Selatan,Kemayoran, Kota Administrasi Jakarta Pusat,0,0,,
2020-05-09,Penyelamatan,Pengendalian Hewan,Petugas Instansi Lain,Jl. Taman Rasuna Timur (Apartemen Taman Rasuna Tower 8),Menteng Atas,Setiabudi, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-09,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Kyai Maja,Gunung,Kebayoran Baru, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-10,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Kemang Timur II,Bangka,Mampang Prapatan, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-10,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Raya Jatipadang utara,Jatipadang,Pasar Minggu, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-10,Penyelamatan,Operasi Penyelamatan Lainnya,Masyarakat Telepon,Jl.Terogong Raya No..752,Cilandak Barat,Cilandak, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-10,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl.Cileduk Raya ( Ps.Cipulir ),Cipulir,Kebayoran Lama, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-10,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Ciledug Raya (Depan Univ. Budi Luhur),Petukangan Utara,Pesanggrahan, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-10,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl.Raya Ps Jumat ,lebak bulus,Cilandak, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-10,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl.Protokol Wilayah Mampang Prapatan,Mampang Prapatan,Mampang Prapatan, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-10,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Raya Ragunan,Jatipadang,Pasar Minggu, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-10,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Pasar Pondok Labu,Pondok Labu,Cilandak, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-10,Bantuan Operasi,Kerja Bakti,Masyarakat Telepon,Jl.Penjernihan 1,Bendungan hilir,Tanah Abang, Kota Administrasi Jakarta Pusat,0,0,,
2020-05-10,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Komplek DKI Blok D No..3,Joglo,Kembangan, Kota Administrasi Jakarta Barat,0,0,,
2020-05-10,Penyelamatan,Operasi Penyelamatan Lainnya,Masyarakat Datang,Jl.Kembangan RAya ,Kembangan Selatan,Kembangan, Kota Administrasi Jakarta Barat,0,0,,
